7,D128,2010-04-08 17:22:17.675088,-2,7,256,26
6,D128,2010-04-08 17:22:17.675088,-2,7,337,352
5,D128,2010-04-08 17:22:17.675088,-2,7,58,35
8,D128,2010-04-08 17:22:17.675088,-2,7,157,192
7,D128,2010-04-08 17:22:28.525098,-2,6,256,301
6,D128,2010-04-08 17:22:28.525098,-2,6,337,349
5,D128,2010-04-08 17:22:28.525098,-2,6,58,58
8,D128,2010-04-08 17:22:28.525098,-2,6,157,170
7,D128,2010-04-08 17:22:41.271082,-2,5,256,299
6,D128,2010-04-08 17:22:41.271082,-2,5,337,348
5,D128,2010-04-08 17:22:41.271082,-2,5,58,60
8,D128,2010-04-08 17:22:41.271082,-2,5,157,174
7,D128,2010-04-08 17:22:50.774085,-2,4,256,294
6,D128,2010-04-08 17:22:50.774085,-2,4,337,355
5,D128,2010-04-08 17:22:50.774085,-2,4,58,72
8,D128,2010-04-08 17:22:50.774085,-2,4,157,183
7,D128,2010-04-08 17:22:59.733102,-2,3,256,307
6,D128,2010-04-08 17:22:59.733102,-2,3,337,5
5,D128,2010-04-08 17:22:59.733102,-2,3,58,77
8,D128,2010-04-08 17:22:59.733102,-2,3,157,196
7,D128,2010-04-08 17:23:10.369088,-2,2,256,315
6,D128,2010-04-08 17:23:10.369088,-2,2,337,13
5,D128,2010-04-08 17:23:10.369088,-2,2,58,90
8,D128,2010-04-08 17:23:10.369088,-2,2,157,208
7,D128,2010-04-08 17:23:19.669085,-2,1,256,333
6,D128,2010-04-08 17:23:19.669085,-2,1,337,30
5,D128,2010-04-08 17:23:19.669085,-2,1,58,108
8,D128,2010-04-08 17:23:19.669085,-2,1,157,227
7,D128,2010-04-08 17:24:04.708108,-1,1,256,305
6,D128,2010-04-08 17:24:04.708108,-1,1,337,355
5,D128,2010-04-08 17:24:04.708108,-1,1,58,56
8,D128,2010-04-08 17:24:04.708108,-1,1,157,172
7,D128,2010-04-08 17:24:16.405019,-1,2,256,286
6,D128,2010-04-08 17:24:16.405019,-1,2,337,350
5,D128,2010-04-08 17:24:16.405019,-1,2,58,63
8,D128,2010-04-08 17:24:16.405019,-1,2,157,174
7,D128,2010-04-08 17:24:27.465106,-1,3,256,287
6,D128,2010-04-08 17:24:27.465106,-1,3,337,351
5,D128,2010-04-08 17:24:27.465106,-1,3,58,63
8,D128,2010-04-08 17:24:27.465106,-1,3,157,173
7,D128,2010-04-08 17:24:37.763036,-1,4,256,283
6,D128,2010-04-08 17:24:37.763036,-1,4,337,353
5,D128,2010-04-08 17:24:37.763036,-1,4,58,69
8,D128,2010-04-08 17:24:37.763036,-1,4,157,176
7,D128,2010-04-08 17:24:48.358010,-1,5,256,298
6,D128,2010-04-08 17:24:48.358010,-1,5,337,350
5,D128,2010-04-08 17:24:48.358010,-1,5,58,63
8,D128,2010-04-08 17:24:48.358010,-1,5,157,178
7,D128,2010-04-08 17:24:57.365105,-1,6,256,337
6,D128,2010-04-08 17:24:57.365105,-1,6,337,0
5,D128,2010-04-08 17:24:57.365105,-1,6,58,58
8,D128,2010-04-08 17:24:57.365105,-1,6,157,188
7,D128,2010-04-08 17:25:32.636126,-1,7,256,16
6,D128,2010-04-08 17:25:32.636126,-1,7,337,342
5,D128,2010-04-08 17:25:32.636126,-1,7,58,36
8,D128,2010-04-08 17:25:32.636126,-1,7,157,185
7,D128,2010-04-08 17:25:43.331150,-1,8,256,43
6,D128,2010-04-08 17:25:43.331150,-1,8,337,322
5,D128,2010-04-08 17:25:43.331150,-1,8,58,8
8,D128,2010-04-08 17:25:43.331150,-1,8,157,81
7,D128,2010-04-08 17:25:51.391103,-1,9,256,59
6,D128,2010-04-08 17:25:51.391103,-1,9,337,280
5,D128,2010-04-08 17:25:51.391103,-1,9,58,356
8,D128,2010-04-08 17:25:51.391103,-1,9,157,66
7,D128,2010-04-08 17:26:08.726051,-1,10,256,72
6,D128,2010-04-08 17:26:08.726051,-1,10,337,230
5,D128,2010-04-08 17:26:08.726051,-1,10,58,334
8,D128,2010-04-08 17:26:08.726051,-1,10,157,23
7,D128,2010-04-08 17:26:21.595141,-1,11,256,304
6,D128,2010-04-08 17:26:21.595141,-1,11,337,0
5,D128,2010-04-08 17:26:21.595141,-1,11,58,49
8,D128,2010-04-08 17:26:21.595141,-1,11,157,179
7,D128,2010-04-08 17:26:30.636147,-1,12,256,275
6,D128,2010-04-08 17:26:30.636147,-1,12,337,355
5,D128,2010-04-08 17:26:30.636147,-1,12,58,73
8,D128,2010-04-08 17:26:30.636147,-1,12,157,184
7,D128,2010-04-08 17:26:37.706034,-1,13,256,260
6,D128,2010-04-08 17:26:37.706034,-1,13,337,347
5,D128,2010-04-08 17:26:37.706034,-1,13,58,68
8,D128,2010-04-08 17:26:37.706034,-1,13,157,171
