NA,D128,0,10,-4,-1,-1
NA,D128,0,10,-4,-1,-1
NA,D128,0,10,-4,-1,-1
NA,D128,0,10,-4,-1,-1
NA,D128,0,11,-4,-1,-1
NA,D128,0,11,-4,-1,-1
NA,D128,0,11,-4,-1,-1
NA,D128,0,11,-4,-1,-1
NA,D128,0,10,-3,-1,-1
NA,D128,0,10,-3,-1,-1
NA,D128,0,10,-3,-1,-1
NA,D128,0,10,-3,-1,-1
NA,D128,0,11,-3,-1,-1
NA,D128,0,11,-3,-1,-1
NA,D128,0,11,-3,-1,-1
NA,D128,0,11,-3,-1,-1
NA,D128,0,10,-2,-1,-1
NA,D128,0,10,-2,-1,-1
NA,D128,0,10,-2,-1,-1
NA,D128,0,10,-2,-1,-1
NA,D128,0,11,-2,-1,-1
NA,D128,0,11,-2,-1,-1
NA,D128,0,11,-2,-1,-1
NA,D128,0,11,-2,-1,-1
NA,D128,0,10,-1,-1,-1
NA,D128,0,10,-1,-1,-1
NA,D128,0,10,-1,-1,-1
NA,D128,0,10,-1,-1,-1
NA,D128,0,11,-1,-1,-1
NA,D128,0,11,-1,-1,-1
NA,D128,0,11,-1,-1,-1
NA,D128,0,11,-1,-1,-1
NA,D128,0,10,1,-1,-1
NA,D128,0,10,1,-1,-1
NA,D128,0,10,1,-1,-1
NA,D128,0,10,1,-1,-1
NA,D128,0,11,1,-1,-1
NA,D128,0,11,1,-1,-1
NA,D128,0,11,1,-1,-1
NA,D128,0,11,1,-1,-1
NA,D128,0,10,2,-1,-1
NA,D128,0,10,2,-1,-1
NA,D128,0,10,2,-1,-1
NA,D128,0,10,2,-1,-1
NA,D128,0,11,2,-1,-1
NA,D128,0,11,2,-1,-1
NA,D128,0,11,2,-1,-1
NA,D128,0,11,2,-1,-1
NA,D128,0,10,3,-1,-1
NA,D128,0,10,3,-1,-1
NA,D128,0,10,3,-1,-1
NA,D128,0,10,3,-1,-1
NA,D128,0,11,3,-1,-1
NA,D128,0,11,3,-1,-1
NA,D128,0,11,3,-1,-1
NA,D128,0,11,3,-1,-1
NA,D128,0,10,4,-1,-1
NA,D128,0,10,4,-1,-1
NA,D128,0,10,4,-1,-1
NA,D128,0,10,4,-1,-1
NA,D128,0,11,4,-1,-1
NA,D128,0,11,4,-1,-1
NA,D128,0,11,4,-1,-1
NA,D128,0,11,4,-1,-1
NA,D128,0,10,5,-1,-1
NA,D128,0,10,5,-1,-1
NA,D128,0,10,5,-1,-1
NA,D128,0,10,5,-1,-1
NA,D128,0,11,5,-1,-1
NA,D128,0,11,5,-1,-1
NA,D128,0,11,5,-1,-1
NA,D128,0,11,5,-1,-1
NA,D128,0,10,6,-1,-1
NA,D128,0,10,6,-1,-1
NA,D128,0,10,6,-1,-1
NA,D128,0,10,6,-1,-1
NA,D128,0,11,6,-1,-1
NA,D128,0,11,6,-1,-1
NA,D128,0,11,6,-1,-1
NA,D128,0,11,6,-1,-1
NA,D128,0,10,7,-1,-1
NA,D128,0,10,7,-1,-1
NA,D128,0,10,7,-1,-1
NA,D128,0,10,7,-1,-1
NA,D128,0,11,7,-1,-1
NA,D128,0,11,7,-1,-1
NA,D128,0,11,7,-1,-1
NA,D128,0,11,7,-1,-1
NA,D128,0,10,8,-1,-1
NA,D128,0,10,8,-1,-1
NA,D128,0,10,8,-1,-1
NA,D128,0,10,8,-1,-1
NA,D128,0,11,8,-1,-1
NA,D128,0,11,8,-1,-1
NA,D128,0,11,8,-1,-1
NA,D128,0,11,8,-1,-1
NA,D128,0,10,9,-1,-1
NA,D128,0,10,9,-1,-1
NA,D128,0,10,9,-1,-1
NA,D128,0,10,9,-1,-1
NA,D128,0,11,9,-1,-1
NA,D128,0,11,9,-1,-1
NA,D128,0,11,9,-1,-1
NA,D128,0,11,9,-1,-1
NA,D128,0,10,10,-1,-1
NA,D128,0,10,10,-1,-1
NA,D128,0,10,10,-1,-1
NA,D128,0,10,10,-1,-1
NA,D128,0,11,10,-1,-1
NA,D128,0,11,10,-1,-1
NA,D128,0,11,10,-1,-1
NA,D128,0,11,10,-1,-1
NA,D128,0,10,11,-1,-1
NA,D128,0,10,11,-1,-1
NA,D128,0,10,11,-1,-1
NA,D128,0,10,11,-1,-1
NA,D128,0,11,11,-1,-1
NA,D128,0,11,11,-1,-1
NA,D128,0,11,11,-1,-1
NA,D128,0,11,11,-1,-1
NA,D128,0,10,12,-1,-1
NA,D128,0,10,12,-1,-1
NA,D128,0,10,12,-1,-1
NA,D128,0,10,12,-1,-1
NA,D128,0,11,12,-1,-1
NA,D128,0,11,12,-1,-1
NA,D128,0,11,12,-1,-1
NA,D128,0,11,12,-1,-1
NA,D128,0,10,13,-1,-1
NA,D128,0,10,13,-1,-1
NA,D128,0,10,13,-1,-1
NA,D128,0,10,13,-1,-1
NA,D128,0,11,13,-1,-1
NA,D128,0,11,13,-1,-1
NA,D128,0,11,13,-1,-1
NA,D128,0,11,13,-1,-1
NA,D128,0,1,14,-1,-1
NA,D128,0,1,14,-1,-1
NA,D128,0,1,14,-1,-1
NA,D128,0,1,14,-1,-1
NA,D128,0,2,14,-1,-1
NA,D128,0,2,14,-1,-1
NA,D128,0,2,14,-1,-1
NA,D128,0,2,14,-1,-1
NA,D128,0,6,14,-1,-1
NA,D128,0,6,14,-1,-1
NA,D128,0,6,14,-1,-1
NA,D128,0,6,14,-1,-1
NA,D128,0,7,14,-1,-1
NA,D128,0,7,14,-1,-1
NA,D128,0,7,14,-1,-1
NA,D128,0,7,14,-1,-1
NA,D128,0,8,14,-1,-1
NA,D128,0,8,14,-1,-1
NA,D128,0,8,14,-1,-1
NA,D128,0,8,14,-1,-1
NA,D128,0,9,14,-1,-1
