7,D128,2010-04-08 17:07:07.606965,-6,1,256,321
6,D128,2010-04-08 17:07:07.606965,-6,1,337,334
5,D128,2010-04-08 17:07:07.606965,-6,1,58,46
8,D128,2010-04-08 17:07:07.606965,-6,1,157,147
7,D128,2010-04-08 17:07:26.934966,-5,1,256,323
6,D128,2010-04-08 17:07:26.934966,-5,1,337,14
5,D128,2010-04-08 17:07:26.934966,-5,1,58,94
8,D128,2010-04-08 17:07:26.934966,-5,1,157,206
7,D128,2010-04-08 17:07:37.177958,-5,2,256,321
6,D128,2010-04-08 17:07:37.177958,-5,2,337,6
5,D128,2010-04-08 17:07:37.177958,-5,2,58,84
8,D128,2010-04-08 17:07:37.177958,-5,2,157,202
7,D128,2010-04-08 17:07:43.497974,-5,3,256,345
6,D128,2010-04-08 17:07:43.497974,-5,3,337,7
5,D128,2010-04-08 17:07:43.497974,-5,3,58,72
8,D128,2010-04-08 17:07:43.497974,-5,3,157,201
7,D128,2010-04-08 17:07:57.424972,-5,4,256,348
6,D128,2010-04-08 17:07:57.424972,-5,4,337,9
5,D128,2010-04-08 17:07:57.424972,-5,4,58,66
8,D128,2010-04-08 17:07:57.424972,-5,4,157,215
7,D128,2010-04-08 17:08:28.937990,-5,6,256,132
6,D128,2010-04-08 17:08:28.937990,-5,6,337,317
5,D128,2010-04-08 17:08:28.937990,-5,6,58,32
8,D128,2010-04-08 17:08:28.937990,-5,6,157,131
7,D128,2010-04-08 17:08:41.043901,-5,7,256,162
6,D128,2010-04-08 17:08:41.043901,-5,7,337,294
5,D128,2010-04-08 17:08:41.043901,-5,7,58,16
8,D128,2010-04-08 17:08:41.043901,-5,7,157,102
7,D128,2010-04-08 17:08:48.992986,-5,8,256,178
6,D128,2010-04-08 17:08:48.992986,-5,8,337,296
5,D128,2010-04-08 17:08:48.992986,-5,8,58,11
8,D128,2010-04-08 17:08:48.992986,-5,8,157,99
7,D128,2010-04-08 17:08:56.367019,-5,9,256,194
6,D128,2010-04-08 17:08:56.367019,-5,9,337,308
5,D128,2010-04-08 17:08:56.367019,-5,9,58,19
8,D128,2010-04-08 17:08:56.367019,-5,9,157,112
7,D128,2010-04-08 17:09:12.770981,-5,10,256,212
6,D128,2010-04-08 17:09:12.770981,-5,10,337,320
5,D128,2010-04-08 17:09:12.770981,-5,10,58,26
8,D128,2010-04-08 17:09:12.770981,-5,10,157,118
7,D128,2010-04-08 17:09:21.762884,-5,11,256,233
6,D128,2010-04-08 17:09:21.762884,-5,11,337,329
5,D128,2010-04-08 17:09:21.762884,-5,11,58,41
8,D128,2010-04-08 17:09:21.762884,-5,11,157,137
7,D128,2010-04-08 17:09:28.840042,-5,12,256,247
6,D128,2010-04-08 17:09:28.840042,-5,12,337,337
5,D128,2010-04-08 17:09:28.840042,-5,12,58,55
8,D128,2010-04-08 17:09:28.840042,-5,12,157,153
7,D128,2010-04-08 17:09:38.971899,-5,13,256,256
6,D128,2010-04-08 17:09:38.971899,-5,13,337,343
5,D128,2010-04-08 17:09:38.971899,-5,13,58,60
8,D128,2010-04-08 17:09:38.971899,-5,13,157,165
7,D128,2010-04-08 17:09:53.625008,-4,13,256,288
6,D128,2010-04-08 17:09:53.625008,-4,13,337,0
5,D128,2010-04-08 17:09:53.625008,-4,13,58,75
8,D128,2010-04-08 17:09:53.625008,-4,13,157,188
7,D128,2010-04-08 17:10:06.305004,-4,12,256,294
6,D128,2010-04-08 17:10:06.305004,-4,12,337,1
5,D128,2010-04-08 17:10:06.305004,-4,12,58,75
8,D128,2010-04-08 17:10:06.305004,-4,12,157,188
7,D128,2010-04-08 17:10:44.009989,-4,11,256,304
6,D128,2010-04-08 17:10:44.009989,-4,11,337,354
5,D128,2010-04-08 17:10:44.009989,-4,11,58,51
8,D128,2010-04-08 17:10:44.009989,-4,11,157,167
7,D128,2010-04-08 17:10:54.328023,-4,10,256,129
6,D128,2010-04-08 17:10:54.328023,-4,10,337,322
5,D128,2010-04-08 17:10:54.328023,-4,10,58,18
8,D128,2010-04-08 17:10:54.328023,-4,10,157,111
7,D128,2010-04-08 17:11:09.496003,-4,9,256,154
6,D128,2010-04-08 17:11:09.496003,-4,9,337,303
5,D128,2010-04-08 17:11:09.496003,-4,9,58,11
8,D128,2010-04-08 17:11:09.496003,-4,9,157,98
7,D128,2010-04-08 17:11:19.943917,-4,8,256,167
6,D128,2010-04-08 17:11:19.943917,-4,8,337,291
5,D128,2010-04-08 17:11:19.943917,-4,8,58,10
8,D128,2010-04-08 17:11:19.943917,-4,8,157,100
7,D128,2010-04-08 17:11:29.687060,-4,7,256,210
6,D128,2010-04-08 17:11:29.687060,-4,7,337,306
5,D128,2010-04-08 17:11:29.687060,-4,7,58,25
8,D128,2010-04-08 17:11:29.687060,-4,7,157,122
7,D128,2010-04-08 17:11:57.146003,-4,6,256,261
6,D128,2010-04-08 17:11:57.146003,-4,6,337,324
5,D128,2010-04-08 17:11:57.146003,-4,6,58,37
8,D128,2010-04-08 17:11:57.146003,-4,6,157,144
7,D128,2010-04-08 17:12:14.764942,-4,5,256,303
6,D128,2010-04-08 17:12:14.764942,-4,5,337,342
5,D128,2010-04-08 17:12:14.764942,-4,5,58,50
8,D128,2010-04-08 17:12:14.764942,-4,5,157,167
