7,D128,2010-04-08 16:58:56.115811,-7,3,256,273
6,D128,2010-04-08 16:58:56.115811,-7,3,337,351
5,D128,2010-04-08 16:58:56.115811,-7,3,58,67
8,D128,2010-04-08 16:58:56.115811,-7,3,157,162
7,D128,2010-04-08 16:59:13.133921,-7,4,256,18
6,D128,2010-04-08 16:59:13.133921,-7,4,337,91
5,D128,2010-04-08 16:59:13.133921,-7,4,58,162
8,D128,2010-04-08 16:59:13.133921,-7,4,157,255
7,D128,2010-04-08 17:00:07.108824,-7,5,256,77
6,D128,2010-04-08 17:00:07.108824,-7,5,337,215
5,D128,2010-04-08 17:00:07.108824,-7,5,58,316
8,D128,2010-04-08 17:00:07.108824,-7,5,157,357
7,D128,2010-04-08 17:00:20.836936,-7,6,256,141
6,D128,2010-04-08 17:00:20.836936,-7,6,337,270
5,D128,2010-04-08 17:00:20.836936,-7,6,58,1
8,D128,2010-04-08 17:00:20.836936,-7,6,157,78
7,D128,2010-04-08 17:00:32.811825,-7,7,256,166
6,D128,2010-04-08 17:00:32.811825,-7,7,337,276
5,D128,2010-04-08 17:00:32.811825,-7,7,58,4
8,D128,2010-04-08 17:00:32.811825,-7,7,157,86
7,D128,2010-04-08 17:00:46.791912,-7,8,256,210
6,D128,2010-04-08 17:00:46.791912,-7,8,337,305
5,D128,2010-04-08 17:00:46.791912,-7,8,58,27
8,D128,2010-04-08 17:00:46.791912,-7,8,157,114
7,D128,2010-04-08 17:01:00.176928,-7,9,256,201
6,D128,2010-04-08 17:01:00.176928,-7,9,337,299
5,D128,2010-04-08 17:01:00.176928,-7,9,58,23
8,D128,2010-04-08 17:01:00.176928,-7,9,157,113
7,D128,2010-04-08 17:01:12.930914,-7,10,256,217
6,D128,2010-04-08 17:01:12.930914,-7,10,337,313
5,D128,2010-04-08 17:01:12.930914,-7,10,58,38
8,D128,2010-04-08 17:01:12.930914,-7,10,157,124
7,D128,2010-04-08 17:03:10.343860,-6,13,256,222
6,D128,2010-04-08 17:03:10.343860,-6,13,337,317
5,D128,2010-04-08 17:03:10.343860,-6,13,58,37
8,D128,2010-04-08 17:03:10.343860,-6,13,157,132
7,D128,2010-04-08 17:03:25.289943,-6,12,256,207
6,D128,2010-04-08 17:03:25.289943,-6,12,337,310
5,D128,2010-04-08 17:03:25.289943,-6,12,58,32
8,D128,2010-04-08 17:03:25.289943,-6,12,157,121
7,D128,2010-04-08 17:03:34.838843,-6,11,256,193
6,D128,2010-04-08 17:03:34.838843,-6,11,337,304
5,D128,2010-04-08 17:03:34.838843,-6,11,58,23
8,D128,2010-04-08 17:03:34.838843,-6,11,157,111
7,D128,2010-04-08 17:03:45.150938,-6,10,256,191
6,D128,2010-04-08 17:03:45.150938,-6,10,337,304
5,D128,2010-04-08 17:03:45.150938,-6,10,58,21
8,D128,2010-04-08 17:03:45.150938,-6,10,157,111
7,D128,2010-04-08 17:03:54.587861,-6,9,256,210
6,D128,2010-04-08 17:03:54.587861,-6,9,337,311
5,D128,2010-04-08 17:03:54.587861,-6,9,58,30
8,D128,2010-04-08 17:03:54.587861,-6,9,157,123
7,D128,2010-04-08 17:04:05.545964,-6,8,256,210
6,D128,2010-04-08 17:04:05.545964,-6,8,337,312
5,D128,2010-04-08 17:04:05.545964,-6,8,58,28
8,D128,2010-04-08 17:04:05.545964,-6,8,157,116
7,D128,2010-04-08 17:04:16.533944,-6,7,256,164
6,D128,2010-04-08 17:04:16.533944,-6,7,337,289
5,D128,2010-04-08 17:04:16.533944,-6,7,58,10
8,D128,2010-04-08 17:04:16.533944,-6,7,157,93
7,D128,2010-04-08 17:04:30.459942,-6,6,256,147
6,D128,2010-04-08 17:04:30.459942,-6,6,337,300
5,D128,2010-04-08 17:04:30.459942,-6,6,58,18
8,D128,2010-04-08 17:04:30.459942,-6,6,157,100
7,D128,2010-04-08 17:04:43.390852,-6,5,256,63
6,D128,2010-04-08 17:04:43.390852,-6,5,337,302
5,D128,2010-04-08 17:04:43.390852,-6,5,58,13
8,D128,2010-04-08 17:04:43.390852,-6,5,157,49
7,D128,2010-04-08 17:04:55.415962,-6,4,256,8
6,D128,2010-04-08 17:04:55.415962,-6,4,337,11
5,D128,2010-04-08 17:04:55.415962,-6,4,58,60
8,D128,2010-04-08 17:04:55.415962,-6,4,157,227
7,D128,2010-04-08 17:05:08.665944,-6,3,256,331
6,D128,2010-04-08 17:05:08.665944,-6,3,337,2
5,D128,2010-04-08 17:05:08.665944,-6,3,58,57
8,D128,2010-04-08 17:05:08.665944,-6,3,157,175
7,D128,2010-04-08 17:05:20.037945,-6,2,256,283
6,D128,2010-04-08 17:05:20.037945,-6,2,337,340
5,D128,2010-04-08 17:05:20.037945,-6,2,58,50
8,D128,2010-04-08 17:05:20.037945,-6,2,157,147
