NA,D124,0,1,-12,-1,-1
NA,D124,0,1,-12,-1,-1
NA,D124,0,1,-12,-1,-1
NA,D124,0,1,-12,-1,-1
NA,D124,0,1,-13,-1,-1
NA,D124,0,1,-13,-1,-1
NA,D124,0,1,-13,-1,-1
NA,D124,0,1,-13,-1,-1
NA,D124,0,1,-14,-1,-1
NA,D124,0,1,-14,-1,-1
NA,D124,0,1,-14,-1,-1
NA,D124,0,1,-14,-1,-1
NA,D124,0,3,-12,-1,-1
NA,D124,0,3,-12,-1,-1
NA,D124,0,3,-12,-1,-1
NA,D124,0,3,-12,-1,-1
NA,D124,0,3,-13,-1,-1
NA,D124,0,3,-13,-1,-1
NA,D124,0,3,-13,-1,-1
NA,D124,0,3,-13,-1,-1
NA,D124,0,3,-14,-1,-1
NA,D124,0,3,-14,-1,-1
NA,D124,0,3,-14,-1,-1
NA,D124,0,3,-14,-1,-1
NA,D124,0,4,-12,-1,-1
NA,D124,0,4,-12,-1,-1
NA,D124,0,4,-12,-1,-1
NA,D124,0,4,-12,-1,-1
NA,D124,0,4,-13,-1,-1
NA,D124,0,4,-13,-1,-1
NA,D124,0,4,-13,-1,-1
NA,D124,0,4,-13,-1,-1
NA,D124,0,4,-14,-1,-1
NA,D124,0,4,-14,-1,-1
NA,D124,0,4,-14,-1,-1
NA,D124,0,4,-14,-1,-1
NA,D124,0,5,-12,-1,-1
NA,D124,0,5,-12,-1,-1
NA,D124,0,5,-12,-1,-1
NA,D124,0,5,-12,-1,-1
NA,D124,0,5,-13,-1,-1
NA,D124,0,5,-13,-1,-1
NA,D124,0,5,-13,-1,-1
NA,D124,0,5,-13,-1,-1
NA,D124,0,5,-14,-1,-1
NA,D124,0,5,-14,-1,-1
NA,D124,0,5,-14,-1,-1
NA,D124,0,5,-14,-1,-1
NA,D124,0,6,-12,-1,-1
NA,D124,0,6,-12,-1,-1
NA,D124,0,6,-12,-1,-1
NA,D124,0,6,-12,-1,-1
NA,D124,0,6,-13,-1,-1
NA,D124,0,6,-13,-1,-1
NA,D124,0,6,-13,-1,-1
NA,D124,0,6,-13,-1,-1
NA,D124,0,6,-14,-1,-1
NA,D124,0,6,-14,-1,-1
NA,D124,0,6,-14,-1,-1
NA,D124,0,6,-14,-1,-1
NA,D124,0,7,-13,-1,-1
NA,D124,0,7,-13,-1,-1
NA,D124,0,7,-13,-1,-1
NA,D124,0,7,-13,-1,-1
NA,D124,0,7,-14,-1,-1
NA,D124,0,7,-14,-1,-1
NA,D124,0,7,-14,-1,-1
NA,D124,0,7,-14,-1,-1
NA,D124,0,8,-13,-1,-1
NA,D124,0,8,-13,-1,-1
NA,D124,0,8,-13,-1,-1
NA,D124,0,8,-13,-1,-1
NA,D124,0,8,-14,-1,-1
NA,D124,0,8,-14,-1,-1
NA,D124,0,8,-14,-1,-1
NA,D124,0,8,-14,-1,-1
NA,D124,0,9,-13,-1,-1
NA,D124,0,9,-13,-1,-1
NA,D124,0,9,-13,-1,-1
NA,D124,0,9,-13,-1,-1
NA,D124,0,9,-14,-1,-1
NA,D124,0,9,-14,-1,-1
NA,D124,0,9,-14,-1,-1
NA,D124,0,9,-14,-1,-1
NA,D124,0,10,-13,-1,-1
NA,D124,0,10,-13,-1,-1
NA,D124,0,10,-13,-1,-1
NA,D124,0,10,-13,-1,-1
NA,D124,0,10,-14,-1,-1
NA,D124,0,10,-14,-1,-1
NA,D124,0,10,-14,-1,-1
NA,D124,0,10,-14,-1,-1
NA,D124,0,11,-13,-1,-1
NA,D124,0,11,-13,-1,-1
NA,D124,0,11,-13,-1,-1
NA,D124,0,11,-13,-1,-1
NA,D124,0,11,-14,-1,-1
NA,D124,0,11,-14,-1,-1
NA,D124,0,11,-14,-1,-1
NA,D124,0,11,-14,-1,-1
NA,D124,0,12,-13,-1,-1
NA,D124,0,12,-13,-1,-1
NA,D124,0,12,-13,-1,-1
NA,D124,0,12,-13,-1,-1
NA,D124,0,12,-14,-1,-1
NA,D124,0,12,-14,-1,-1
